DATE,TRANSFER_ORDER,TO_LINE,TO_TIME,DELIVERY_NO,TIME_PICK_COMPLETED,INVOICE_NUMBER,SKU,QTY,CUSTOMER,ADDRESS,STORAGE_BIN,,,,,,,,,,,
2-Jul,439976,11,10:18 AM,6414149016,9:24 AM,11320,AA9D31616,34,20004043,DA NANG,C07-05-01,,,,,,,,,,,
2-Jul,439976,12,10:18 AM,6414149016,9:24 AM,11320,AA9D31620,15,20004043,DA NANG,C08-06-02,,,,,,,,,,,
2-Jul,439976,13,10:18 AM,6414149016,9:24 AM,11320,AA9D31620,10,20004043,DA NANG,C08-06-02,,,,,,,,,,,
2-Jul,439977,1,10:18 AM,6414149017,9:24 AM,11321,AA9F84363,5,20004043,DA NANG,C10-01-06,,,,,,,,,,,
2-Jul,439977,2,10:18 AM,6414149017,9:24 AM,11321,AA9F84363,1,20004043,DA NANG,D02-02-04,,,,,,,,,,,
2-Jul,439978,3,10:18 AM,6414149017,9:24 AM,11321,AA9K27110,26,20004043,DA NANG,A01-05-02,,,,,,,,,,,
2-Jul,439978,4,10:18 AM,6414149017,9:24 AM,11321,AA9K27110,100,20004043,DA NANG,A01-05-02,,,,,,,,,,,
2-Jul,439978,5,10:18 AM,6414149017,9:24 AM,11321,AA9K27110,100,20004043,DA NANG,A01-05-02,,,,,,,,,,,
2-Jul,439978,6,10:18 AM,6414149017,9:24 AM,11321,AA9K27110,100,20004043,DA NANG,A01-05-02,,,,,,,,,,,
2-Jul,439978,7,10:18 AM,6414149017,9:24 AM,11321,AA9K27110,100,20004043,DA NANG,A01-05-02,,,,,,,,,,,
2-Jul,439978,8,10:18 AM,6414149017,9:24 AM,11321,AA9K24240,52,20004043,DA NANG,A07-07-02,,,,,,,,,,,
2-Jul,439978,9,10:18 AM,6414149017,9:24 AM,11321,AA9K24316,6,20004043,DA NANG,A08-05-02,,,,,,,,,,,
2-Jul,439978,10,10:18 AM,6414149017,9:24 AM,11321,AA9K24320,1,20004043,DA NANG,B02-06-02,,,,,,,,,,,
2-Jul,439978,11,10:18 AM,6414149017,9:24 AM,11321,AA9K27120,100,20004043,DA NANG,B08-06-02,,,,,,,,,,,
2-Jul,439978,12,10:18 AM,6414149017,9:24 AM,11321,AA9K27116,391,20004043,DA NANG,D06-06-01,,,,,,,,,,,
2-Jul,439978,13,10:18 AM,6414149017,9:24 AM,11321,AA9K27110,100,20004043,DA NANG,D07-06-02,,,,,,,,,,,
2-Jul,439978,14,10:18 AM,6414149017,9:24 AM,11321,AA9K27110,74,20004043,DA NANG,D07-06-02,,,,,,,,,,,
2-Jul,439979,1,10:18 AM,6414149018,9:25 AM,11322,AA9K27225,193,20004043,DA NANG,D03-01-05,,,,,,,,,,,
2-Jul,439979,2,10:18 AM,6414149018,9:25 AM,11322,AA9K27225,104,20004043,DA NANG,D04-02-02,,,,,,,,,,,
2-Jul,439979,3,10:18 AM,6414149018,9:25 AM,11322,AA9K27225,29,20004043,DA NANG,D04-02-02,,,,,,,,,,,
2-Jul,439979,4,10:18 AM,6414149018,9:25 AM,11322,AA9N61526,27,20004043,DA NANG,H13-01-04,,,,,,,,,,,
2-Jul,439980,5,10:18 AM,6414149018,9:25 AM,11322,AA9K27225,71,20004043,DA NANG,B01-05-01,,,,,,,,,,,
2-Jul,439980,6,10:18 AM,6414149018,9:25 AM,11322,AA9K27225,100,20004043,DA NANG,B01-05-01,,,,,,,,,,,
